,,year,rnd,ovl,phase,player name,draft team,pos,bonus,signed,hilvl,mlbyears,stat years,source,school,dr reg,pos,ht,wt,ba,th,Born,place
22,,2018,1,23,June-Reg,Anthony Seigler,New York Yankees,c,2.82,Yes,AA,--,2018-2023,HS,"Cartersville (Cartersville,GA)",GA,c,6-0,200,B,B,1999-06-20,"Fort Defiance,AZ"
23,,2018,1,24,June-Reg,Nico Hoerner,Chicago Cubs,ss,2.72,Yes,MLB,2019-2023,2016-2023,College,Stanford,CA,2b-ss,6-1,200,R,R,1997-05-13,"Oakland,CA"
24,,2018,1,25,June-Reg,Matt McLain,Arizona Diamondbacks,ss,0.00,No,MLB,2023-2023,2019-2023,HS,"Arnold O. Beckman (Irvine,CA)",CA,ss-2b,5-8,180,R,R,1999-08-06,"Orange,CA"
25,,2018,1,26,June-Reg,Triston Casas,Boston Red Sox,3b,2.55,Yes,MLB,2022-2023,2018-2023,HS,"American Heritage (Plantation,FL)",FL,1b,6-4,252,L,R,2000-01-15,"Miami,FL"
26,,2018,1,27,June-Reg,Mason Denaburg,Washington Nationals,p,3.00,Yes,A,--,2019-2023,HS,"Merritt Island (Merritt Island,FL)",FL,p,6-4,195,R,R,1999-08-08,"Cape Canaveral,FL"
27,,2018,1,28,June-Reg,Seth Beer,Houston Astros,of,2.25,Yes,MLB,2021-2022,2016-2023,College,Clemson,SC,1b-dh,6-3,213,L,R,1996-09-18,"Maryville,IL"
28,,2018,1,29,June-Reg,Bo Naylor,Cleveland Baseball Team,c,2.58,Yes,MLB,2022-2023,2018-2023,HS,"St. Joan of Arc (Mississauga,ON)",ON,c,6-0,205,L,R,2000-02-21,"Mississauga,ON"
29,,2018,1,30,June-Reg,J.T. Ginn,Los Angeles Dodgers,p,0.00,No,AA,--,2019-2023,HS,"Brandon (Brandon,MS)",MS,p,6-2,200,R,R,1999-05-20,"Flowood,MS"
30,,2018,1,31,June-Reg,Shane McClanahan,Tampa Bay Rays,p,2.23,Yes,MLB,2021-2023,2017-2023,College,South Florida,FL,p,6-1,200,L,L,1997-04-28,"Baltimore,MD"
31,,2018,1,32,June-Reg,Nick Schnell,Tampa Bay Rays,cf,2.30,Yes,A+,--,2018-2023,HS,"Roncalli (Indianapolis,IN)",IN,cf-rf,6-3,180,L,R,2000-03-27,"Indianapolis,IN"
32,,2018,1,33,June-Reg,Jackson Kowar,Kansas City Royals,p,2.15,Yes,MLB,2021-2023,2016-2023,College,Florida,FL,p,6-4,170,R,R,1996-10-04,"Charlotte,NC"
33,,2018,1,34,June-Reg,Daniel Lynch,Kansas City Royals,p,1.70,Yes,MLB,2021-2023,2016-2023,College,Virginia,VA,p,6-6,200,L,L,1996-11-17,"Richmond,VA"
34,,2018,1,35,June-Reg,Ethan Hankins,Cleveland Baseball Team,p,2.25,Yes,A+,--,2018-2023,HS,"Forsyth Central (Cumming,GA)",GA,p,6-6,200,R,R,2000-05-23,"Atlanta,GA"
35,,2018,1,36,June-Reg,Gunnar Hoglund,Pittsburgh Pirates,p,0.00,No,A,--,2019-2023,HS,"Fivay (Hudson,FL)",FL,p,6-4,220,L,R,1999-12-17,"Dunedin,FL"
36,,2018,1,37,June-Reg,Cadyn Grenier,Baltimore Orioles,ss,1.80,Yes,AAA,--,2016-2023,College,Oregon State,OR,ss-2b,5-11,188,R,R,1996-10-31,"Las Vegas,NV"
37,,2018,1,38,June-Reg,Xavier Edwards,San Diego Padres,ss,2.60,Yes,MLB,2023-2023,2018-2023,HS,"North Broward Prep (Coconut Creek,FL)",FL,2b-ss,5-10,175,B,R,1999-08-09,"Mineola,NY"
38,,2018,1,39,June-Reg,Jake McCarthy,Arizona Diamondbacks,of,1.65,Yes,MLB,2021-2023,2016-2023,College,Virginia,VA,rf-lf,6-2,215,L,L,1997-07-30,"Scranton,PA"
39,,2018,1,40,June-Reg,Kris Bubic,Kansas City Royals,p,1.60,Yes,MLB,2020-2023,2016-2023,College,Stanford,CA,p,6-3,225,L,L,1997-08-19,"Cupertino,CA"
40,,2018,1,41,June-Reg,Lenny Torres,Cleveland Baseball Team,p,1.35,Yes,A+,--,2018-2023,HS,"The Beacon School (Beacon,NY)",NY,p,6-1,190,R,R,2000-10-15,"Poughkeepsie,NY"
41,,2018,1,42,June-Reg,Grant Lavigne,Colorado Rockies,1b,2.00,Yes,AA,--,2018-2023,HS,"Bedford (Bedford,NH)",NH,1b,6-4,220,L,R,1999-08-27,"Bedford,NH"
42,,2018,1,43,June-Reg,Griffin Roberts,St. Louis Cardinals,p,1.66,Yes,AA,--,2016-2022,College,Wake Forest,NC,p,6-3,210,R,R,1996-06-13,"Midlothian,VA"
43,43 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2018,2,44,June-Reg,Parker Meadows,Detroit Tigers,of,2.50,Yes,AAA,--,2018-2023,HS,"Grayson (Loganville,GA)",GA,cf,6-5,205,L,R,1999-11-02,"Atlanta,GA"
1,,2018,2,45,June-Reg,Sean Hjelle,San Francisco Giants,p,1.50,Yes,MLB,2022-2023,2016-2023,College,Kentucky,KY,p,6-11,228,R,R,1997-05-07,"Fridley,MN"
2,,2018,2,46,June-Reg,Steele Walker,Chicago White Sox,of,2.00,Yes,MLB,2022-2022,2016-2023,College,Oklahoma,OK,rf-lf,5-11,209,L,L,1996-07-30,"Prosper,TX"
3,,2018,2,47,June-Reg,Lyon Richardson,Cincinnati Reds,p,2.00,Yes,AA,--,2018-2023,HS,"Jensen Beach (Jensen Beach,FL)",FL,p,6-2,207,B,R,2000-01-18,"Jensen Beach,FL"
4,,2018,2,48,June-Reg,Simeon Woods Richardson,New York Mets,p,1.85,Yes,MLB,2022-2023,2018-2023,HS,"Kempner (Sugar Land,TX)",TX,p,6-3,210,R,R,2000-09-27,"Sugar Land,TX"
5,,2018,2,49,June-Reg,Greyson Jenista,Atlanta Braves,1b,1.20,Yes,AAA,--,2016-2023,College,Wichita State,KS,rf-1b,6-4,210,L,R,1996-12-07,"Lawrence,KS"
6,,2018,2,50,June-Reg,Jameson Hannah,Oakland Athletics,cf,1.80,Yes,AAA,--,2016-2023,College,Dallas Baptist,TX,cf-lf,5-9,185,L,L,1997-08-10,"Flower Mound,TX"
7,,2018,2,51,June-Reg,Braxton Ashcraft,Pittsburgh Pirates,p,1.83,Yes,A+,--,2018-2023,HS,"Robinson (Robinson,TX)",TX,p,6-5,195,L,R,1999-10-05,"Waco,TX"
8,,2018,2,52,June-Reg,Griffin Conine,Toronto Blue Jays,rf,1.35,Yes,AA,--,2016-2023,College,Duke,NC,rf-lf,6-1,195,L,R,1997-07-11,"Fort Lauderdale,FL"
9,,2018,2,53,June-Reg,Osiris Johnson,Miami Marlins,ss,1.35,Yes,A+,--,2018-2023,HS,"Encinal (Alameda,CA)",CA,cf,6-1,198,R,R,2000-10-18,"Oakland,CA"
10,,2018,2,54,June-Reg,Josh Stowers,Seattle Mariners,cf,1.10,Yes,AA,--,2016-2023,College,Louisville,KY,cf-rf,6-0,200,R,R,1997-02-25,"Chicago,IL"
11,,2018,2,55,June-Reg,Owen White,Texas Rangers,p,1.50,Yes,AA,--,2021-2023,HS,"Jesse C Carson (China Grove,NC)",NC,p,6-3,199,R,R,1999-08-09,"Mount Ulla,NC"
12,,2018,2,56,June-Reg,Tyler Frank,Tampa Bay Rays,ss,1.00,Yes,AA,--,2016-2022,College,Florida Atlantic,FL,2b-ss,6-0,185,L,R,1997-01-15,"Tamarac,FL"
13,,2018,2,57,June-Reg,Jeremiah Jackson,Los Angeles Angels,ss,1.19,Yes,AA,--,2018-2023,HS,"St. Luke's Episcopal (Mobile,AL)",AL,2b-ss,6-0,165,R,R,2000-03-26,"Antioch,TN"
14,,2018,2,58,June-Reg,Jonathan Bowlan,Kansas City Royals,p,0.70,Yes,AA,--,2016-2023,College,Memphis,TN,p,6-6,240,R,R,1996-12-01,"Arlington,TN"
15,,2018,2,59,June-Reg,Ryan Jeffers,Minnesota Twins,c,0.80,Yes,MLB,2020-2023,2016-2023,College,UNC Wilmington,NC,c,6-4,235,R,R,1997-06-03,"Raleigh,NC"
16,,2018,2,60,June-Reg,Joe Gray,Milwaukee Brewers,of,1.11,Yes,AA,--,2018-2023,HS,"Hattiesburg (Hattiesburg,MS)",MS,rf-cf,6-1,214,R,R,2000-03-12,"Hattiesburg,MS"
17,,2018,2,61,June-Reg,Josh Breaux,New York Yankees,c,1.50,Yes,AAA,--,2017-2023,College,McLennan CC,TX,c,6-1,220,R,R,1997-10-07,"Tomball,TX"
18,,2018,2,62,June-Reg,Brennen Davis,Chicago Cubs,of,1.10,Yes,AAA,--,2018-2023,HS,"Basha (Chandler,AZ)",AZ,cf-lf,6-4,210,R,R,1999-11-02,"Chandler,AZ"
19,,2018,2,63,June-Reg,Alek Thomas,Arizona Diamondbacks,cf,1.20,Yes,MLB,2022-2023,2018-2023,HS,"Mount Carmel (Chicago,IL)",IL,cf,5-11,175,L,L,2000-04-28,"Chicago,IL"
20,,2018,2,64,June-Reg,Nick Decker,Boston Red Sox,of,1.25,Yes,A+,--,2018-2023,HS,"Seneca (Tabernacle,NJ)",NJ,lf-rf,6-0,207,L,L,1999-10-02,"Philadelphia,PA"
21,,2018,2,65,June-Reg,Tim Cate,Washington Nationals,p,0.99,Yes,AA,--,2016-2023,College,Connecticut,CT,p,6-0,185,L,L,1997-09-30,"Manchester,CT"
22,,2018,2,66,June-Reg,Jayson Schroeder,Houston Astros,p,1.20,Yes,A,--,2018-2022,HS,"Juanita (Kirkland,WA)",WA,p,6-2,196,R,R,1999-11-14,"Kirkland,WA"
23,,2018,2,67,June-Reg,Nick Sandlin,Cleveland Baseball Team,p,0.75,Yes,MLB,2021-2023,2016-2023,College,Southern Miss,MS,p,5-11,175,R,R,1997-01-10,"Evans,GA"
24,,2018,2,68,June-Reg,Michael Grove,Los Angeles Dodgers,p,1.23,Yes,MLB,2022-2023,2016-2023,College,West Virginia,WV,p,6-3,200,R,R,1996-12-18,"Wheeling,WV"
25,,2018,2,69,June-Reg,Will Banfield,Miami Marlins,c,1.80,Yes,AA,--,2018-2023,HS,"Brookwood (Snellville,GA)",GA,c,6-1,207,R,R,1999-11-18,"Lawrenceville,GA"
26,,2018,2,70,June-Reg,Jeremy Eierman,Oakland Athletics,ss,1.23,Yes,AA,--,2016-2023,College,Missouri State,MO,ss-2b,6-0,205,R,R,1996-09-10,"Sedalia,MO"
27,,2018,2,71,June-Reg,Tanner Dodson,Tampa Bay Rays,p,0.77,Yes,AA,--,2016-2023,College,California,CA,p,6-1,170,B,R,1997-05-09,"Sacramento,CA"
28,,2018,2,72,June-Reg,Josiah Gray,Cincinnati Reds,p,0.77,Yes,MLB,2021-2023,2018-2023,College,Le Moyne,NY,p,6-1,210,R,R,1997-12-21,"New Rochelle,NY"
29,,2018,2,73,June-Reg,Micah Bello,Milwaukee Brewers,of,0.55,Yes,A+,--,2018-2023,HS,"Hilo (Hilo,HI)",HI,rf-lf,5-11,165,R,R,2000-07-21,"Hilo,HI"
30,,2018,2,74,June-Reg,Grant Little,San Diego Padres,lf,0.80,Yes,A+,--,2017-2021,College,Texas Tech,TX,lf,6-1,185,R,R,1997-07-08,"Abilene,TX"
31,,2018,2,75,June-Reg,Luken Baker,St. Louis Cardinals,1b,0.80,Yes,AAA,--,2016-2023,College,Texas Christian,TX,1b,6-4,240,R,R,1997-03-10,"Spring,TX"
32,,2018,2,76,June-Reg,Mitchell Kilkenny,Colorado Rockies,p,0.55,Yes,AA,--,2016-2023,College,Texas A&M,TX,p,6-4,206,R,R,1997-03-24,"Houston,TX"
33,,2018,2,77,June-Reg,Cole Roederer,Chicago Cubs,of,1.20,Yes,AA,--,2018-2023,HS,"Hart (Newhall,CA)",CA,lf-cf,6-0,180,L,L,1999-09-24,"Newhall,CA"
34,,2018,2,78,June-Reg,Paul Richan,Chicago Cubs,p,0.45,Yes,AA,--,2016-2022,College,San Diego,CA,p,6-2,200,R,R,1997-03-26,"Newhall,CA"
35,35 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2018,3,79,June-Reg,Kody Clemens,Detroit Tigers,2b,0.60,Yes,MLB,2022-2023,2016-2023,College,Texas,TX,2b-3b,6-1,170,L,R,1996-05-15,"Houston,TX"
1,,2018,3,80,June-Reg,Jake Wong,San Francisco Giants,p,0.85,Yes,AAA,--,2016-2023,College,Grand Canyon,AZ,p,6-2,215,R,R,1996-09-03,"Chandler,AZ"
2,,2018,3,81,June-Reg,Konnor Pilkington,Chicago White Sox,p,0.65,Yes,MLB,2022-2023,2016-2023,College,Mississippi State,MS,p,6-3,240,L,L,1997-09-12,"Pascagoula,MS"
3,,2018,3,82,June-Reg,Bren Spillane,Cincinnati Reds,rf,0.60,Yes,A+,--,2016-2022,College,Illinois,IL,rf-1b,6-4,210,R,R,1996-09-21,"Hinsdale,IL"
4,,2018,3,83,June-Reg,Carlos Cortes,New York Mets,2b,1.00,Yes,AAA,--,2017-2023,College,South Carolina,SC,lf,5-7,197,L,B,1997-06-30,"Orlando,FL"
5,,2018,3,84,June-Reg,Owen Miller,San Diego Padres,ss,0.50,Yes,MLB,2021-2023,2016-2023,College,Illinois State,IL,1b-2b,5-11,195,R,R,1996-11-15,"Mequon,WI"
6,,2018,3,85,June-Reg,Hogan Harris,Oakland Athletics,p,0.66,Yes,MLB,2023-2023,2016-2023,College,Louisiana-Lafayette,LA,p,6-3,230,R,L,1996-12-26,"Lafayette,LA"
7,,2018,3,86,June-Reg,Connor Kaiser,Pittsburgh Pirates,ss,0.63,Yes,AAA,--,2016-2023,College,Vanderbilt,TN,ss,6-4,195,R,R,1996-11-20,"Shawnee Mission,KS"
8,,2018,3,87,June-Reg,Blaine Knight,Baltimore Orioles,p,1.10,Yes,AAA,--,2016-2022,College,Arkansas,AR,p,6-3,165,R,R,1996-06-28,"Bryant,AR"
9,,2018,3,88,June-Reg,Adam Kloffenstein,Toronto Blue Jays,p,2.45,Yes,AA,--,2018-2023,HS,"Magnolia (Magnolia,TX)",TX,p,6-5,243,R,R,2000-08-25,"Magnolia,TX"
10,,2018,3,89,June-Reg,Tristan Pompey,Miami Marlins,of,0.65,Yes,AAA,--,2016-2022,College,Kentucky,KY,lf-rf,6-4,195,B,R,1997-03-23,"New Westminster,BC"
11,,2018,3,90,June-Reg,Cal Raleigh,Seattle Mariners,c,0.85,Yes,MLB,2021-2023,2016-2023,College,Florida State,FL,c,6-3,205,B,R,1996-11-26,"Cullowhee,NC"
12,,2018,3,91,June-Reg,Jonathan Ornelas,Texas Rangers,ss,0.62,Yes,AAA,--,2018-2023,HS,"Raymond S. Kellis (Glendale,AZ)",AZ,ss-3b,6-0,196,R,R,2000-05-26,"Glendale,AZ"
13,,2018,3,92,June-Reg,Ford Proctor,Tampa Bay Rays,ss,0.57,Yes,MLB,2022-2022,2016-2023,College,Rice,TX,c-3b,6-0,190,L,R,1996-12-04,"Beaumont,TX"
14,,2018,3,93,June-Reg,Aaron Hernandez,Los Angeles Angels,p,0.55,Yes,AAA,--,2016-2023,College,Texas A&M-Corpus Christi,TX,p,6-1,170,R,R,1996-12-02,"Corpus Christi,TX"
15,,2018,3,94,June-Reg,Kyle Isbel,Kansas City Royals,cf,0.59,Yes,MLB,2021-2023,2016-2023,College,UNLV,NV,rf-cf,5-11,190,L,R,1997-03-03,"Fontana,CA"
16,,2018,3,95,June-Reg,Mateo Gil,St. Louis Cardinals,ss,0.90,Yes,AA,--,2018-2023,HS,"Timber Creek (Fort Worth,TX)",TX,3b-ss,6-1,180,R,R,2000-07-24,"Newport Beach,CA"
17,,2018,3,96,June-Reg,Terrin Vavra,Colorado Rockies,ss,0.55,Yes,MLB,2022-2023,2016-2023,College,Minnesota,MN,2b-cf,6-0,185,L,R,1997-05-12,"Menomonie,WI"
18,,2018,3,97,June-Reg,Ryder Green,New York Yankees,of,1.00,Yes,A,--,2018-2022,HS,"Karns (Knoxville,TN)",TN,rf-lf,6-0,200,R,R,2000-05-05,"Knoxville,TN"
19,,2018,3,98,June-Reg,Jimmy Herron,Chicago Cubs,cf,0.52,Yes,AAA,--,2016-2023,College,Duke,NC,lf-cf,6-1,195,R,L,1996-07-27,"Harleysville,PA"
20,,2018,3,99,June-Reg,Jackson Goddard,Arizona Diamondbacks,p,0.55,Yes,AA,--,2016-2023,College,Kansas,KS,p,6-3,220,R,R,1996-12-12,"Tulsa,OK"
21,,2018,3,100,June-Reg,Durbin Feltman,Boston Red Sox,p,0.56,Yes,AAA,--,2016-2023,College,Texas Christian,TX,p,6-0,208,R,R,1997-04-18,"Conroe,TX"
22,,2018,3,101,June-Reg,Reid Schaller,Washington Nationals,p,0.56,Yes,AA,--,2018-2023,College,Vanderbilt,TN,p,6-3,210,R,R,1997-04-02,"Indianapolis,IN"
23,,2018,3,102,June-Reg,Jeremy Pena,Houston Astros,ss,0.54,Yes,MLB,2022-2023,2016-2023,College,Maine,ME,ss,6-0,202,R,R,1997-09-22,"Santo Domingo,DR"
24,,2018,3,103,June-Reg,Richie Palacios,Cleveland Baseball Team,ss,0.48,Yes,MLB,2022-2022,2016-2023,College,Towson,MD,lf,5-10,180,L,R,1997-05-16,"Brooklyn,NY"
25,,2018,3,104,June-Reg,John Rooney,Los Angeles Dodgers,p,0.56,Yes,AA,--,2016-2023,College,Hofstra,NY,p,6-5,215,R,L,1997-01-28,"Melrose,NY"
26,26 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2018,4,105,June-Reg,Kingston Liniak,Detroit Tigers,cf,0.90,Yes,A,--,2018-2022,HS,"Mission Hills (San Marcos,CA)",CA,cf-rf,6-2,200,R,R,1999-11-11,"La Jolla,CA"
1,,2018,4,106,June-Reg,Blake Rivera,San Francisco Giants,p,0.80,Yes,AA,--,2017-2023,College,Wallace State CC,AL,p,6-4,225,R,R,1998-01-09,"Smiths Station,AL"
2,,2018,4,107,June-Reg,Colton Eastman,Philadelphia Phillies,p,0.52,Yes,AAA,--,2016-2023,College,Cal State Fullerton,CA,p,6-3,185,R,R,1996-08-22,"Fresno,CA"
3,,2018,4,108,June-Reg,Lency Delgado,Chicago White Sox,ss,0.53,Yes,A,--,2018-2021,HS,"Doral Academy (Doral,FL)",FL,2b-3b,6-3,215,R,R,1999-06-20,"Havana,CU"
4,,2018,4,109,June-Reg,Michael Siani,Cincinnati Reds,cf,2.00,Yes,MLB,2022-2022,2018-2023,HS,"William Penn Charter (Philadelphia,PA)",PA,cf,6-1,188,L,L,1999-07-16,"Glenside,PA"
5,,2018,4,110,June-Reg,Adam Hill,New York Mets,p,0.51,Yes,AA,--,2016-2022,College,South Carolina,SC,p,6-6,185,R,R,1997-03-24,"Anderson,SC"
6,,2018,4,111,June-Reg,Dylan Coleman,San Diego Padres,p,0.50,Yes,MLB,2021-2023,2016-2023,College,Missouri State,MO,p,6-5,230,R,R,1996-09-16,"Potosi,MO"
7,,2018,4,112,June-Reg,Tristan Beck,Atlanta Braves,p,0.90,Yes,MLB,2023-2023,2016-2023,College,Stanford,CA,p,6-4,165,R,R,1996-06-24,"Corona,CA"
8,,2018,4,113,June-Reg,Alfonso Rivas,Oakland Athletics,1b,0.45,Yes,MLB,2021-2023,2016-2023,College,Arizona,AZ,1b,5-11,190,L,L,1996-09-13,"Chula Vista,CA"
9,,2018,4,114,June-Reg,Aaron Shortridge,Pittsburgh Pirates,p,0.48,Yes,AA,--,2016-2023,College,California,CA,p,6-3,196,R,R,1997-05-29,"Santa Rosa,CA"
10,,2018,4,115,June-Reg,Drew Rom,Baltimore Orioles,p,0.65,Yes,AAA,--,2018-2023,HS,"Highlands (Fort Thomas,KY)",KY,p,6-2,215,L,L,1999-12-15,"Cincinnati,OH"
11,,2018,4,116,June-Reg,Sean Wymer,Toronto Blue Jays,p,0.48,Yes,AA,--,2016-2022,College,Texas Christian,TX,p,6-1,205,R,R,1997-03-19,"Flower Mound,TX"
12,,2018,4,117,June-Reg,Nick Fortes,Miami Marlins,c,0.43,Yes,MLB,2021-2023,2016-2023,College,Mississippi,MS,c,5-11,198,R,R,1996-11-11,"DeLand,FL"
13,,2018,4,118,June-Reg,Michael Plassmeyer,Seattle Mariners,p,0.43,Yes,MLB,2022-2022,2016-2023,College,Missouri,MO,p,6-2,197,L,L,1996-11-05,"St. Louis,MO"
14,,2018,4,119,June-Reg,Mason Englert,Texas Rangers,p,1.00,Yes,MLB,2023-2023,2021-2023,HS,"Forney (Forney,TX)",TX,p,6-4,206,B,R,1999-11-01,"Forney,TX"
15,,2018,4,120,June-Reg,Grant Witherspoon,Tampa Bay Rays,cf,0.46,Yes,AAA,--,2016-2023,College,Tulane,LA,rf-cf,6-3,200,L,L,1996-09-27,"Littleton,CO"
16,,2018,4,121,June-Reg,Kyle Bradish,Los Angeles Angels,p,0.40,Yes,MLB,2022-2023,2016-2023,College,New Mexico State,NM,p,6-3,215,R,R,1996-09-12,"Peoria,AZ"
17,,2018,4,122,June-Reg,Eric Cole,Kansas City Royals,cf,0.50,Yes,A+,--,2016-2021,College,Arkansas,AR,lf-cf,5-11,170,B,R,1997-01-17,"Southlake,TX"
18,,2018,4,123,June-Reg,Steven Gingery,St. Louis Cardinals,p,0.83,Yes,Rk,--,2016-2019,College,Texas Tech,TX,p,6-1,210,R,L,1997-09-23,"Fountain Valley,CA"
19,,2018,4,124,June-Reg,DaShawn Keirsey,Minnesota Twins,cf,0.60,Yes,AA,--,2016-2023,College,Utah,UT,cf-lf,6-2,195,L,L,1997-05-13,"San Diego,CA"
20,,2018,4,125,June-Reg,Aaron Ashby,Milwaukee Brewers,p,0.52,Yes,MLB,2021-2022,2017-2022,College,Crowder,MO,p,6-1,188,R,L,1998-05-24,"Kansas City,MO"
21,,2018,4,126,June-Reg,Ryan Feltner,Colorado Rockies,p,0.43,Yes,MLB,2021-2023,2016-2023,College,Ohio State,OH,p,6-4,190,R,R,1996-09-02,"Cuyahoga Falls,OH"
22,,2018,4,127,June-Reg,Franklin German,New York Yankees,p,0.35,Yes,MLB,2022-2022,2016-2023,College,North Florida,FL,p,6-2,195,R,R,1997-09-22,"Queens,NY"
23,,2018,4,128,June-Reg,Ethan Roberts,Chicago Cubs,p,0.13,Yes,MLB,2022-2022,2016-2022,College,Tennessee Tech,TN,p,5-10,180,R,R,1997-07-04,"Sparta,TN"
24,,2018,4,129,June-Reg,Ryan Weiss,Arizona Diamondbacks,p,0.40,Yes,AAA,--,2017-2023,College,Wright State,OH,p,6-4,210,R,R,1996-12-10,"South Elgin,OH"
25,,2018,4,130,June-Reg,Kole Cottam,Boston Red Sox,c,0.38,Yes,AAA,--,2016-2022,College,Kentucky,KY,c,6-3,235,R,R,1997-05-30,"Knoxville,TN"
26,,2018,4,131,June-Reg,Jake Irvin,Washington Nationals,p,0.55,Yes,MLB,2023-2023,2016-2023,College,Oklahoma,OK,p,6-4,190,R,R,1997-02-18,"Bloomington,MN"
