,,year,rnd,ovl,phase,player name,draft team,pos,bonus,signed,hilvl,mlbyears,stat years,source,school,dr reg,pos,ht,wt,ba,th,Born,place
24,,2021,1,25,June-Reg,Max Muncy,Oakland Athletics,ss,2.85,Yes,A+,--,2021-2023,HS,"Thousand Oaks (Thousand Oaks,CA)",CA,ss,6-1,180,R,R,2002-08-25,"Camarillo,CA"
25,,2021,1,26,June-Reg,Chase Petty,Minnesota Twins,p,2.50,Yes,A+,--,2021-2023,HS,"Mainland Regional (Linwood,NJ)",NJ,p,6-1,190,R,R,2003-04-04,"Camden,NJ"
26,,2021,1,27,June-Reg,Jackson Merrill,San Diego Padres,ss,1.80,Yes,A+,--,2021-2023,HS,"Severna Park (Severna Park,MD)",MD,ss,6-3,195,L,R,2003-04-19,"Baltimore,MD"
27,,2021,1,28,June-Reg,Carson Williams,Tampa Bay Rays,ss,2.35,Yes,A+,--,2021-2023,HS,"Torrey Pines (San Diego,CA)",CA,ss,6-2,180,R,R,2003-06-25,"San Diego,CA"
28,,2021,1,29,June-Reg,Maddux Bruns,Los Angeles Dodgers,p,2.20,Yes,A+,--,2021-2023,HS,"UMS Wright Prep (Mobile,AL)",AL,p,6-2,205,L,L,2002-06-20,"Mobile,AL"
29,,2021,1,30,June-Reg,Jay Allen,Cincinnati Reds,of,2.40,Yes,A+,--,2021-2023,HS,"Carroll (Fort Pierce,FL)",FL,cf,6-2,190,R,R,2002-11-22,"Fort Pierce,FL"
30,,2021,1,31,June-Reg,Joe Mack,Miami Marlins,c,2.50,Yes,A+,--,2021-2023,HS,"Williamsville East (Williamsville,NY)",NY,c,6-1,210,L,R,2002-12-27,"Williamsville,NY"
31,,2021,1,32,June-Reg,Ty Madden,Detroit Tigers,p,2.50,Yes,AA,--,2019-2023,College,Texas,TX,p,6-3,215,R,R,2000-02-21,"Houston,TX"
32,,2021,1,33,June-Reg,Tyler Black,Milwaukee Brewers,2b,2.20,Yes,AA,--,2019-2023,College,Wright State,OH,2b,6-2,190,L,R,2000-07-26,"Toronto,ON"
33,,2021,1,34,June-Reg,Cooper Kinney,Tampa Bay Rays,2b,2.15,Yes,A,--,2021-2023,HS,"Baylor School (Chattanooga,TN)",TN,2b-3b,6-3,200,L,R,2003-01-27,"Kennesaw,GA"
34,,2021,1,35,June-Reg,Matheu Nelson,Cincinnati Reds,c,2.10,Yes,A+,--,2019-2023,College,Florida State,FL,c,5-11,209,R,R,1999-01-14,"Clearwater,FL"
35,,2021,1,36,June-Reg,Noah Miller,Minnesota Twins,ss,1.70,Yes,A+,--,2021-2023,HS,"Ozaukee (Fredonia,WI)",WI,ss,6-1,190,B,R,2002-11-12,"Fredonia,WI"
36,36 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2021,2,37,June-Reg,Anthony Solometo,Pittsburgh Pirates,p,2.80,Yes,A+,--,2022-2023,HS,"Bishop Eustace Preparatory School (Pennsauken,NJ)",NJ,p,6-5,220,L,L,2002-12-02,"Voorhees,NJ"
1,,2021,2,38,June-Reg,Aaron Zavala,Texas Rangers,of,0.83,Yes,AA,--,2019-2023,College,Oregon,OR,rf,6-0,193,L,R,2000-06-24,"Eugene,OR"
2,,2021,2,39,June-Reg,Izaac Pacheco,Detroit Tigers,ss,2.75,Yes,A+,--,2021-2023,HS,"Friendswood (Friendswood,TX)",TX,3b-ss,6-3,225,L,R,2002-11-18,"Friendswood,TX"
3,,2021,2,40,June-Reg,Jud Fabian,Boston Red Sox,of,0.00,No,A+,--,2019-2023,College,Florida,FL,cf-lf,6-1,195,R,L,2000-09-27,"Ocala,FL"
4,,2021,2,41,June-Reg,Connor Norby,Baltimore Orioles,2b,1.70,Yes,AAA,--,2019-2023,College,East Carolina,NC,2b,5-11,180,R,R,2000-06-08,"Brooklyn Park,MN"
5,,2021,2,42,June-Reg,Ryan Bliss,Arizona Diamondbacks,ss,1.25,Yes,AA,--,2019-2023,College,Auburn,AL,ss-2b,5-9,165,R,R,1999-12-13,"Burbank,CA"
6,,2021,2,43,June-Reg,Ben Kudrna,Kansas City Royals,p,3.00,Yes,A,--,2022-2023,HS,"Blue Valley Southwest (Leawood,KS)",KS,p,6-3,175,R,R,2003-01-30,"Shawnee Mission,KS"
7,,2021,2,44,June-Reg,Jaden Hill,Colorado Rockies,p,1.69,Yes,A+,--,2019-2023,College,LSU,LA,p,6-4,234,R,R,1999-12-22,"Ashdown,AR"
8,,2021,2,45,June-Reg,Ky Bush,Los Angeles Angels,p,1.75,Yes,AA,--,2019-2022,College,St. Mary's (CA),CA,p,6-6,240,L,L,1999-11-12,"Ogden,UT"
9,,2021,2,46,June-Reg,Calvin Ziegler,New York Mets,p,0.91,Yes,A,--,2022-2022,HS,"TNXL Academy (Longwood,Fl)",FL,p,6-0,205,R,R,2002-10-03,"Kitchener,ON"
10,,2021,2,47,June-Reg,Daylen Lile,Washington Nationals,of,1.75,Yes,A,--,2021-2023,HS,"Trinity (Louisville,KY)",KY,of,6-0,195,L,R,2002-11-30,"Louisville,KY"
11,,2021,2,48,June-Reg,Edwin Arroyo,Seattle Mariners,ss,1.65,Yes,A+,--,2021-2023,HS,"Arecibo Baseball Academy (Bajadero,PR)",PR,ss,6-0,175,B,B,2003-08-25,"Arecibo,PR"
12,,2021,2,49,June-Reg,Ethan Wilson,Philadelphia Phillies,of,1.51,Yes,AA,--,2019-2023,College,South Alabama,AL,rf-lf,6-1,210,L,L,1999-11-07,"Andalusia,AL"
13,,2021,2,50,June-Reg,Matt Mikulski,San Francisco Giants,p,1.20,Yes,A+,--,2018-2023,College,Fordham,NY,p,6-4,205,L,L,1999-05-08,"Mohegan Lake,NY"
14,,2021,2,51,June-Reg,Russell Smith,Milwaukee Brewers,p,1.00,Yes,AA,--,2018-2023,College,Texas Christian,TX,p,6-7,255,L,L,1998-09-10,"Midlothian,TX"
15,,2021,2,52,June-Reg,Cody Morissette,Miami Marlins,ss,1.40,Yes,AA,--,2019-2023,College,Boston College,MA,2b-3b,6-0,175,L,R,2000-01-16,"Manchester,NH"
16,,2021,2,53,June-Reg,Andrew Abbott,Cincinnati Reds,p,1.30,Yes,AAA,--,2018-2023,College,Virginia,VA,p,6-0,192,L,L,1999-06-01,"Lynchburg,VA"
17,,2021,2,54,June-Reg,Joshua Baez,St. Louis Cardinals,of,2.25,Yes,A,--,2021-2023,HS,"Dexter (Brookline,MA)",MA,rf-cf,6-4,220,R,R,2003-06-28,"Boston,MA"
18,,2021,2,55,June-Reg,Brendan Beck,New York Yankees,p,1.05,Yes,College,--,2018-2021,College,Stanford,CA,p,6-2,205,R,R,1998-10-06,"La Jolla,CA"
19,,2021,2,56,June-Reg,James Triantos,Chicago Cubs,3b,2.10,Yes,A+,--,2021-2023,HS,"James Madison (Vienna,VA)",VA,3b,6-1,195,R,R,2003-01-29,"Fairfax,VA"
20,,2021,2,57,June-Reg,Wes Kath,Chicago White Sox,3b,1.80,Yes,AA,--,2021-2023,HS,"Desert Mountain (Scottsdale,AZ)",AZ,3b,6-3,200,L,R,2002-08-03,"Scottsdale,AZ"
21,,2021,2,58,June-Reg,Doug Nikhazy,Cleveland Baseball Team,p,1.20,Yes,AA,--,2019-2023,College,Mississippi,MS,p,6-0,205,L,L,1999-08-11,"Burlington,NC"
22,,2021,2,59,June-Reg,Spencer Schwellenbach,Atlanta Braves,p,1.00,Yes,A,--,2019-2023,College,Nebraska,NE,p,6-1,200,R,R,2000-05-31,"Saginaw,MI"
23,,2021,2,60,June-Reg,Zack Gelof,Oakland Athletics,3b,1.16,Yes,AAA,--,2019-2023,College,Virginia,VA,3b,6-3,205,R,R,1999-10-19,"Rehoboth Beach,DE"
24,,2021,2,61,June-Reg,Steve Hajjar,Minnesota Twins,p,1.13,Yes,A+,--,2020-2022,College,Michigan,MI,p,6-5,240,R,L,2000-08-07,"Andover,MA"
25,,2021,2,62,June-Reg,James Wood,San Diego Padres,of,2.60,Yes,AA,--,2021-2023,HS,"IMG Academy (Bradenton,FL)",FL,cf,6-7,240,L,R,2002-09-17,"Rockville,MD"
26,,2021,2,63,June-Reg,Kyle Manzardo,Tampa Bay Rays,1b,0.75,Yes,AAA,--,2019-2023,College,Washington State,WA,1b,6-1,205,L,R,2000-07-18,"Coeur d'Alene,ID"
27,,2021,2,64,June-Reg,Lonnie White,Pittsburgh Pirates,of,1.50,Yes,Rk,--,2021-2022,HS,"Malvern Preparatory School (Malvern,PA)",PA,rf-cf,6-3,212,R,R,2002-12-31,"Las Vegas,NV"
28,,2021,2,65,June-Reg,Reed Trimble,Baltimore Orioles,of,0.80,Yes,A+,--,2020-2023,College,Southern Miss,MS,cf-lf,6-0,180,B,R,2000-06-06,"Tupelo,MS"
29,,2021,2,66,June-Reg,Peyton Wilson,Kansas City Royals,2b,1.00,Yes,AA,--,2020-2023,College,Alabama,AL,2b-cf,5-9,180,B,R,1999-11-01,"Hoover,AL"
30,,2021,2,67,June-Reg,Adrian Del Castillo,Arizona Diamondbacks,c,1.00,Yes,AA,--,2019-2023,College,Miami,FL,c,5-11,208,L,R,1999-09-27,"Miami,FL"
31,,2021,2,68,June-Reg,Joe Rock,Colorado Rockies,p,0.95,Yes,AA,--,2019-2023,College,Ohio,OH,p,6-6,200,L,L,2000-07-29,"Sewickley,PA"
32,,2021,2,69,June-Reg,Tommy Mace,Cleveland Baseball Team,p,1.10,Yes,A+,--,2018-2023,College,Florida,FL,p,6-6,230,R,R,1998-11-11,"Tampa,FL"
33,,2021,2,70,June-Reg,Ryan Holgate,St. Louis Cardinals,of,0.88,Yes,A,--,2019-2022,College,Arizona,AZ,rf-cf,6-2,193,L,L,2000-06-08,"Davis,CA"
34,,2021,2,71,June-Reg,Robert Gasser,San Diego Padres,p,0.88,Yes,AAA,--,2018-2023,College,Houston,TX,p,6-0,192,L,L,1999-05-31,"El Dorado Hills,CA"
35,35 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2021,3,72,June-Reg,Bubba Chandler,Pittsburgh Pirates,p,3.00,Yes,A+,--,2021-2023,HS,"North Oconee (Bogart,GA)",GA,p,6-2,200,B,R,2002-09-14,"Lawrenceville,GA"
1,,2021,3,73,June-Reg,Cameron Cauley,Texas Rangers,ss,1.00,Yes,A,--,2021-2023,HS,"Barbers Hill (Mount Belvieu,TX)",TX,ss-2b,5-10,170,R,R,2003-02-06,"Houston,TX"
2,,2021,3,74,June-Reg,Dylan Smith,Detroit Tigers,p,1.12,Yes,AA,--,2019-2023,College,Alabama,AL,p,6-2,180,R,R,2000-05-28,"Huntsville,TX"
3,,2021,3,75,June-Reg,Tyler McDonough,Boston Red Sox,2b,0.83,Yes,AA,--,2019-2023,College,NC State,NC,cf-lf,5-10,180,B,R,1999-04-02,"Cincinnati,OH"
4,,2021,3,76,June-Reg,John Rhodes,Baltimore Orioles,of,1.38,Yes,AA,--,2020-2023,College,Kentucky,KY,rf-lf,6-0,200,R,R,2000-08-15,"Soddy Daisy,TN"
5,,2021,3,77,June-Reg,Jacob Steinmetz,Arizona Diamondbacks,p,0.50,Yes,A,--,2021-2023,HS,"Central Florida Elev8 (Delray Beach,FL)",FL,p,6-5,220,R,R,2003-07-19,"Queens,NY"
6,,2021,3,78,June-Reg,Carter Jensen,Kansas City Royals,c,1.10,Yes,A+,--,2021-2023,HS,"Park Hill (Kansas City,MO)",MO,c,6-1,210,L,R,2003-07-03,"Kansas City,MO"
7,,2021,3,79,June-Reg,McCade Brown,Colorado Rockies,p,0.78,Yes,A,--,2019-2022,College,Indiana,IN,p,6-6,225,R,R,2000-08-15,"Normal,IL"
8,,2021,3,80,June-Reg,Landon Marceaux,Los Angeles Angels,p,0.77,Yes,AA,--,2019-2023,College,LSU,LA,p,6-0,199,R,R,1999-10-08,"Metairie,LA"
9,,2021,3,81,June-Reg,Dominic Hamel,New York Mets,p,0.76,Yes,AA,--,2018-2023,College,Dallas Baptist,TX,p,6-2,206,R,R,1999-03-02,"Chandler,AZ"
10,,2021,3,82,June-Reg,Branden Boissiere,Washington Nationals,of,0.60,Yes,A,--,2019-2023,College,Arizona,AZ,1b,6-1,205,L,L,2000-03-23,"Riverside,CA"
11,,2021,3,83,June-Reg,Michael Morales,Seattle Mariners,p,1.50,Yes,A,--,2021-2023,HS,"East Pennsboro Area (Enola,PA)",PA,p,6-2,205,R,R,2002-08-13,"Enola,PA"
12,,2021,3,84,June-Reg,Jordan Viars,Philadelphia Phillies,of,0.75,Yes,A,--,2021-2023,HS,"Reedy (Frisco,TX)",TX,lf-rf,6-4,215,L,L,2003-07-18,"Plano,TX"
13,,2021,3,85,June-Reg,Mason Black,San Francisco Giants,p,0.71,Yes,AA,--,2019-2023,College,Lehigh,PA,p,6-3,230,R,R,1999-12-10,"Scranton,PA"
14,,2021,3,86,June-Reg,Alex Binelas,Milwaukee Brewers,3b,0.70,Yes,AA,--,2019-2023,College,Louisville,KY,3b-1b,6-3,225,L,R,2000-05-26,"Oak Creek,WI"
15,,2021,3,87,June-Reg,Tyler Whitaker,Houston Astros,of,1.50,Yes,A,--,2021-2023,HS,"Bishop Gorman (Las Vegas,NV)",NV,rf-3b,6-4,190,R,R,2002-08-02,"Las Vegas,NV"
16,,2021,3,88,June-Reg,Jordan McCants,Miami Marlins,ss,0.80,Yes,A,--,2021-2023,HS,"Pensacola Catholic (Pensacola,FL)",FL,2b-ss,6-1,165,L,R,2002-05-21,"Pensacola,FL"
17,,2021,3,89,June-Reg,Jose Torres,Cincinnati Reds,ss,0.62,Yes,AA,--,2020-2023,College,NC State,NC,ss-2b,6-0,171,R,R,1999-09-28,"Guayubin,DR"
18,,2021,3,90,June-Reg,Austin Love,St. Louis Cardinals,p,0.60,Yes,A+,--,2019-2023,College,North Carolina,NC,p,6-3,232,R,R,1999-01-26,"Concord,NC"
19,,2021,3,91,June-Reg,Ricky Tiedemann,Toronto Blue Jays,p,0.64,Yes,AA,--,2022-2023,College,Golden West,CA,p,6-4,220,L,L,2002-08-18,"Long Beach,CA"
20,,2021,3,92,June-Reg,Brock Selvidge,New York Yankees,p,1.50,Yes,A,--,2021-2023,HS,"Hamilton (Chandler,AZ)",AZ,p,6-3,205,R,L,2002-08-28,"Carrolton,TX"
21,,2021,3,93,June-Reg,Drew Gray,Chicago Cubs,p,0.90,Yes,Rk,--,2021-2021,HS,"IMG Academy (Bradenton,FL)",FL,p,6-3,190,L,L,2003-05-09,"Richmond Heights,MO"
22,,2021,3,94,June-Reg,Sean Burke,Chicago White Sox,p,0.90,Yes,AAA,--,2020-2023,College,Maryland,MD,p,6-6,230,R,R,1999-12-18,"Worcester,MA"
23,,2021,3,95,June-Reg,Jake Fox,Cleveland Baseball Team,ss,0.85,Yes,A+,--,2021-2023,HS,"Lakeland Christian (Lakeland,FL)",FL,2b-cf,6-0,185,L,R,2003-02-12,"Lakeland,FL"
24,,2021,3,96,June-Reg,Dylan Dodd,Atlanta Braves,p,0.12,Yes,MLB,2023-2023,2017-2023,College,SE Missouri State,MO,p,6-2,210,L,L,1998-06-06,"Elk Grove,IL"
25,,2021,3,97,June-Reg,Mason Miller,Oakland Athletics,p,0.60,Yes,MLB,2023-2023,2017-2023,College,Gardner-Webb,NC,p,6-5,200,R,R,1998-08-24,"Pittsburgh,PA"
26,,2021,3,98,June-Reg,Cade Povich,Minnesota Twins,p,0.50,Yes,AA,--,2019-2023,College,Nebraska,NE,p,6-3,185,L,L,2000-04-12,"Reno,NV"
27,,2021,3,99,June-Reg,Kevin Kopps,San Diego Padres,p,0.30,Yes,AA,--,2017-2023,College,Arkansas,AR,p,6-0,205,R,R,1997-03-02,"Sugar Land,TX"
28,,2021,3,100,June-Reg,Ryan Spikes,Tampa Bay Rays,2b,1.10,Yes,A,--,2021-2023,HS,"Parkview (Lilburn,GA)",GA,2b,5-9,185,R,R,2003-03-13,"Conyers,GA"
29,,2021,3,101,June-Reg,Peter Heubeck,Los Angeles Dodgers,p,1.27,Yes,A,--,2021-2023,HS,"Gilman School (Baltimore,MD)",MD,p,6-3,170,R,R,2002-07-22,"Baltimore,MD"
30,30 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2021,4,102,June-Reg,Owen Kellington,Pittsburgh Pirates,p,0.60,Yes,A,--,2022-2023,HS,"U-32 (Montpelier,VT)",VT,p,6-3,193,L,R,2003-02-05,"Randolph,VT"
1,,2021,4,103,June-Reg,Ian Moller,Texas Rangers,c,0.70,Yes,A,--,2021-2023,HS,"Wahlert (Dubuque,IA)",IA,c,6-0,190,R,R,2002-10-26,"Dubuque,IA"
2,,2021,4,104,June-Reg,Tyler Mattison,Detroit Tigers,p,0.40,Yes,A+,--,2018-2023,College,Bryant University,RI,p,6-4,235,R,R,1999-09-05,"Fort Ann,NY"
3,,2021,4,105,June-Reg,Elmer Rodriguez-Cruz,Boston Red Sox,p,0.50,Yes,A,--,2022-2023,HS,"Leadership Christian Academy (Guaynabo,PR)",PR,p,6-3,160,L,R,2003-08-18,"Trujillo Alto,PR"
4,,2021,4,106,June-Reg,Donta' Williams,Baltimore Orioles,of,0.40,Yes,AA,--,2018-2023,College,Arizona,AZ,cf-lf,5-10,185,L,L,1999-06-30,"Las Vegas,NV"
5,,2021,4,107,June-Reg,Chad Patrick,Arizona Diamondbacks,p,0.35,Yes,AA,--,2018-2023,College,Purdue-NW,IN,p,6-1,205,R,R,1998-08-14,"Crown Point,IN"
6,,2021,4,108,June-Reg,Shane Panzini,Kansas City Royals,p,1.00,Yes,A,--,2022-2023,HS,"Red Bank Catholic (Red Bank,NJ)",NJ,p,6-3,220,R,R,2001-10-30,"Spring Lake,NJ"
7,,2021,4,109,June-Reg,Hunter Goodman,Colorado Rockies,c,0.60,Yes,AA,--,2019-2023,College,Memphis,TN,1b-c,5-11,210,R,R,1999-10-08,"Arlington,TN"
8,,2021,4,110,June-Reg,Luke Murphy,Los Angeles Angels,p,0.75,Yes,AA,--,2020-2023,College,Vanderbilt,TN,p,6-5,190,R,R,1999-11-05,"Nashville,TN"
9,,2021,4,111,June-Reg,JT Schwartz,New York Mets,1b,0.48,Yes,AA,--,2020-2023,College,UCLA,CA,1b,6-4,215,L,R,1999-12-17,"Newport Beach,CA"
10,,2021,4,112,June-Reg,Dustin Saenz,Washington Nationals,p,0.50,Yes,A+,--,2018-2023,College,Texas A&M,TX,p,5-11,197,L,L,1999-06-02,"Corpus Christi,TX"
11,,2021,4,113,June-Reg,Bryce Miller,Seattle Mariners,p,0.40,Yes,MLB,2023-2023,2018-2023,College,Texas A&M,TX,p,6-2,180,R,R,1998-08-23,"Mount Pleasant,TX"
12,,2021,4,114,June-Reg,Micah Ottenbreit,Philadelphia Phillies,p,0.78,Yes,A,--,2021-2022,HS,"Trenton (Trenton,MI)",MI,p,6-4,190,R,R,2003-05-07,"Dearborn,MI"
13,,2021,4,115,June-Reg,Eric Silva,San Francisco Giants,p,1.50,Yes,A+,--,2021-2023,HS,"JSerra Catholic (San Juan Capistrano,CA)",CA,p,6-1,185,R,R,2002-10-03,"Baldwin Park,CA"
14,,2021,4,116,June-Reg,Logan Henderson,Milwaukee Brewers,p,0.50,Yes,A,--,2021-2023,College,McLennan CC,TX,p,5-11,194,R,R,2002-03-02,"Houston,TX"
15,,2021,4,117,June-Reg,Alex Ulloa,Houston Astros,ss,0.00,No,JrCollege,--,2022-2023,HS,"Calvary Christian Academy (Fort Lauderdale,FL)",FL,ss,5-11,185,R,R,2002-11-08,"Cleveland,OH"
16,,2021,4,118,June-Reg,Tanner Allen,Miami Marlins,of,0.25,Yes,A+,--,2018-2023,College,Mississippi State,MS,lf-rf,5-11,190,L,R,1998-06-05,"Theodore,AL"
17,,2021,4,119,June-Reg,Ruben Ibarra,Cincinnati Reds,1b,0.17,Yes,A+,--,2018-2023,College,San Jose State,CA,1b,6-5,290,R,R,1999-04-26,"Santa Cruz,CA"
18,,2021,4,120,June-Reg,Zane Mills,St. Louis Cardinals,p,0.38,Yes,A+,--,2019-2023,College,Washington State,WA,p,6-4,220,R,R,2000-07-04,"Portland,OR"
19,,2021,4,121,June-Reg,Chad Dallas,Toronto Blue Jays,p,0.50,Yes,AA,--,2019-2023,College,Tennessee,TN,p,5-11,206,R,R,2000-06-26,"Orange,TX"
20,,2021,4,122,June-Reg,Cooper Bowman,New York Yankees,2b,0.35,Yes,AA,--,2019-2023,College,Louisville,KY,2b-ss,6-0,205,R,R,2000-01-25,"Rapid City,SD"
21,,2021,4,123,June-Reg,Christian Franklin,Chicago Cubs,of,0.43,Yes,A+,--,2019-2023,College,Arkansas,AR,cf,5-11,195,R,R,1999-11-30,"Overland Park,KS"
22,,2021,4,124,June-Reg,Brooks Gosswein,Chicago White Sox,p,0.20,Yes,A+,--,2018-2023,College,Bradley,IL,p,6-2,205,L,L,1998-10-09,"Evanston,IL"
23,,2021,4,125,June-Reg,Ryan Webb,Cleveland Baseball Team,p,0.40,Yes,A+,--,2018-2023,College,Georgia,GA,p,6-1,202,L,L,1999-04-19,"Roswell,GA"
24,,2021,4,126,June-Reg,Cal Conley,Atlanta Braves,ss,0.42,Yes,AA,--,2020-2023,College,Texas Tech,TX,ss,5-10,185,B,R,1999-07-17,"Orlando,FL"
25,,2021,4,127,June-Reg,Denzel Clarke,Oakland Athletics,of,0.70,Yes,AA,--,2019-2023,College,CSUN,CA,cf,6-5,220,R,R,2000-05-01,"Toronto,ON"
26,,2021,4,128,June-Reg,Christian Encarnacion-Strand,Minnesota Twins,3b,0.44,Yes,AAA,--,2019-2023,College,Oklahoma State,OK,3b,6-0,224,R,R,1999-12-01,"Walnut Creek,CA"
27,,2021,4,129,June-Reg,Jackson Wolf,San Diego Padres,p,0.30,Yes,AA,--,2018-2023,College,West Virginia,WV,p,6-7,205,L,L,1999-04-22,"Gahanna,OH"
28,,2021,4,130,June-Reg,Dru Baker,Tampa Bay Rays,of,0.43,Yes,A+,--,2019-2023,College,Texas Tech,TX,cf-lf,5-11,205,R,R,2000-03-22,"Tomball,TX"
29,,2021,4,131,June-Reg,Nick Nastrini,Los Angeles Dodgers,p,0.50,Yes,AA,--,2019-2023,College,UCLA,CA,p,6-3,215,R,R,2000-02-18,"San Jose,CA"
30,,2021,4,132,June-Reg,Chayce McDermott,Houston Astros,p,0.38,Yes,AA,--,2019-2023,College,Ball State,IN,p,6-3,197,L,R,1998-08-22,"Anderson,IN"
31,31 record(s),,,,,,,,,,,,,,,,,,,,,,
0,,2021,5,133,June-Reg,Jackson Glenn,Pittsburgh Pirates,3b,0.01,Yes,A+,--,2017-2023,College,Dallas Baptist,TX,2b-3b,5-9,205,R,R,1997-10-24,"Arlington,TX"
